geolocation_zip_code_prefix,lat_d_mean,lng_d_mean,city,state
1413,-23.56259136518938,-46.6648415451506,sao paulo,SP
1414,-23.560364961405,-46.66429679107603,sao paulo,SP
1415,-23.55697015996745,-46.661806075257495,sao paulo,SP
1416,-23.560129733677076,-46.667647939887885,sao paulo,SP
1417,-23.56118496105716,-46.66673362398289,sao paulo,SP
1418,-23.56312173510022,-46.656566708353616,sao paulo,SP
1419,-23.563445268864825,-46.65605562548472,sao paulo,SP
1420,-23.56363685984877,-46.657618255341426,sao paulo,SP
1421,-23.562967713039242,-46.66060772462947,sao paulo,SP
1422,-23.563787174366677,-46.661335792904495,sao paulo,SP
1423,-23.569086211625187,-46.657492718323994,sao paulo,SP
1424,-23.56741613724701,-46.66211732101369,sao paulo,SP
1425,-23.572911739765825,-46.65925843387022,sao paulo,SP
1426,-23.565447162835678,-46.66653675243439,sao paulo,SP
1427,-23.571453777817705,-46.66352968243596,sao paulo,SP
1429,-23.57673120128429,-46.6627640088644,sao paulo,SP
1430,-23.660557407778327,-46.661754492940204,sao paulo,SP
1431,-23.57249574419193,-46.66897549881368,sao paulo,SP
1432,-23.576546426787797,-46.6657178615343,sao paulo,SP
1433,-23.57842523867198,-46.66820589972184,sao paulo,SP
1434,-23.57558423638518,-46.67151266802995,sao paulo,SP
1435,-23.579425608336457,-46.67005715050493,sao paulo,SP
1438,-23.570082633295275,-46.67232791269513,sao paulo,SP
1440,-23.568117450490668,-46.67811068937205,sao paulo,SP
1442,-23.563905404501856,-46.6754825709381,sao paulo,SP
1443,-23.568271257651062,-46.68377868020316,sao paulo,SP
1444,-23.57143331310391,-46.68430930293469,sao paulo,SP
1445,-23.571655927466296,-46.68791479123765,sao paulo,SP
1447,-23.57261389339399,-46.67859569918344,sao paulo,SP
1448,-23.578128235811462,-46.67963472470195,sao paulo,SP
1449,-23.576476167029398,-46.68046106596429,sao paulo,SP
1450,-23.576215482780093,-46.68528386733443,sao paulo,SP
1451,-23.57812552537493,-46.68652271094158,sao paulo,SP
1452,-23.57620573332332,-46.687376537424086,sao paulo,SP
1453,-23.58384792245119,-46.6866801715376,sao paulo,SP
1454,-23.58274659944086,-46.68725148558202,sao paulo,SP
1455,-23.580670917090274,-46.69106491544334,sao paulo,SP
1456,-23.57643948478969,-46.69071889415827,sao paulo,SP
1457,-23.574829622274162,-46.692950756714815,sao paulo,SP
1501,-23.55250300137557,-46.63545862904598,sao paulo,SP
1502,-23.55467350531036,-46.63552025265517,sao paulo,SP
1503,-23.55821127539473,-46.63700992161471,sao paulo,SP
1504,-23.566909481599748,-46.63948629698138,sao paulo,SP
1505,-23.5553794809207,-46.63196544561861,sao paulo,SP
1506,-23.559178632667777,-46.63496714949089,sao paulo,SP
1507,-23.55808833901734,-46.63204405675613,sao paulo,SP
1508,-23.561443171124385,-46.63620404170002,sao paulo,SP
1509,-23.5669421817847,-46.63569493393172,sao paulo,SP
1510,-23.556971666068883,-46.63386165892878,sao paulo,SP
1511,-23.560834478418748,-46.632767007811786,sao paulo,SP
1512,-23.553639035161606,-46.62957618390014,sao paulo,SP
1513,-23.556945515106793,-46.63128546255244,sao paulo,SP
1514,-23.55301534315121,-46.62764026177782,sao paulo,SP
1516,-23.55933655482136,-46.61466084381668,sao paulo,SP
1517,-23.55939252593926,-46.62377125714126,sao paulo,SP
1518,-23.558930444630374,-46.62292373757862,sao paulo,SP
1519,-23.560998595811267,-46.625820040789264,sao paulo,SP
1520,-23.559245121762796,-46.62054658176696,sao paulo,SP
1521,-23.560966894008754,-46.62128868043614,sao paulo,SP
1522,-23.55930134419862,-46.61555940067178,sao paulo,SP
1523,-23.56450916681483,-46.61674481368552,sao paulo,SP
1524,-23.567184248194927,-46.616078537821075,sao paulo,SP
1525,-23.563975253720965,-46.63476797015895,sao paulo,SP
1526,-23.565319364086964,-46.630995368826,sao paulo,SP
1527,-23.56269653773186,-46.628441789218144,sao paulo,SP
1528,-23.56454188803043,-46.62682228617731,sao paulo,SP
1529,-23.5684249277149,-46.63454630384515,sao paulo,SP
1530,-23.56928153435677,-46.62893295260572,sao paulo,SP
1531,-23.57140179026188,-46.632249481834315,sao paulo,SP
1532,-23.571144266652002,-46.63580241169748,sao paulo,SP
1533,-23.571137335511626,-46.63818873492962,sao paulo,SP
1534,-23.568366831594137,-46.62633001242298,sao paulo,SP
1535,-23.57262788785396,-46.62552902694553,sao paulo,SP
1536,-23.569911063138004,-46.62370341564236,sao paulo,SP
1537,-23.57008323110438,-46.62223779095513,sao paulo,SP
1538,-23.579366303789616,-46.62433777489539,sao paulo,SP
1539,-23.57075275617593,-46.6205355723144,sao paulo,SP
1540,-23.565777325604472,-46.62208171277482,sao paulo,SP
1541,-23.569731850675446,-46.618264562158394,sao paulo,SP
1542,-23.570899540635452,-46.623978961746744,sao paulo,SP
1543,-23.57555621609643,-46.62130337098301,sao paulo,SP
1544,-23.577158077848857,-46.62202402640558,sao paulo,SP
1545,-23.581216654887566,-46.61759306016969,sao paulo,SP
1546,-23.579591640965926,-46.62196977541328,sao paulo,SP
1547,-23.58295840697345,-46.62081156185627,sao paulo,SP
1548,-23.577211914442056,-46.61343166861262,sao paulo,SP
1549,-23.576653062337673,-46.61597246575693,sao paulo,SP
1550,-23.57343596985119,-46.61617089767855,sao paulo,SP
1551,-23.572579199505903,-46.61249176051573,sao paulo,SP
1552,-23.5702329810174,-46.611013648149765,sao paulo,SP
2010,-23.50813365434274,-46.62624662883336,sao paulo,SP
2011,-23.507028272108386,-46.62627395664871,sao paulo,SP
2012,-23.511724294158434,-46.63116776409205,sao paulo,SP
2013,-23.502184457190587,-46.63315716239049,sao paulo,SP
2016,-23.501107273022637,-46.62943995521458,sao paulo,SP
2017,-23.500610843103424,-46.634047296129154,sao paulo,SP
2018,-23.495486281549532,-46.62979239496982,sao paulo,SP
2019,-23.498372362827343,-46.62979292973713,sao paulo,SP
2020,-23.496601078020547,-46.63297946132362,sao paulo,SP
2021,-23.498254675808017,-46.635312509980956,sao paulo,SP
2022,-23.503670313776823,-46.638325675993855,sao paulo,SP
2028,-23.508231522267653,-46.6178196596581,sao paulo,SP
2029,-23.508128762220533,-46.61799080877329,sao paulo,SP
2030,-23.503502548378734,-46.62461658117035,sao paulo,SP
2031,-23.510403017438737,-46.62519798827102,sao paulo,SP
2033,-23.499793019613193,-46.61471799820757,sao paulo,SP
2034,-23.503925860885555,-46.62408545177094,sao paulo,SP
2035,-23.49628146664817,-46.622947728743135,sao paulo,SP
2036,-23.501617422817496,-46.620656727056655,sao paulo,SP
2037,-23.499681792136077,-46.62035193800521,sao paulo,SP
2038,-23.495290408593,-46.623951112297505,sao paulo,SP
2039,-23.49294409664836,-46.62161697507858,sao paulo,SP
2040,-23.49004549484089,-46.622024098597294,sao paulo,SP
2041,-23.48915252201081,-46.62058879647762,sao paulo,SP
2042,-23.494368679522026,-46.61622927697678,sao paulo,SP
2043,-23.489981273374507,-46.6161391395808,sao paulo,SP
2044,-23.49593718759029,-46.6187577759694,sao paulo,SP
2045,-23.4961861526828,-46.61656481699701,sao paulo,SP
2046,-23.49125116437201,-46.61174761036928,sao paulo,SP
2047,-23.517709186245632,-46.61709040463799,sao paulo,SP
2050,-23.517276293369914,-46.612424106084966,sao paulo,SP
2051,-23.511241751000586,-46.608379345470865,sao paulo,SP
2052,-23.512974466155036,-46.60778378479692,sao paulo,SP
2053,-23.515518634357388,-46.604112574841835,sao paulo,SP
2054,-23.51772837248114,-46.60746885163762,sao paulo,SP
2055,-23.51445475954429,-46.60595737126862,sao paulo,SP
2056,-23.51236230019619,-46.60294221500759,sao paulo,SP
2060,-23.519262390183467,-46.603399186270906,sao paulo,SP
2064,-23.517708537829648,-46.59864900498297,sao paulo,SP
2066,-23.508774209756655,-46.606008957806466,sao paulo,SP
2067,-23.506943244164457,-46.60298261429732,sao paulo,SP
2071,-23.504667311613776,-46.60546916827984,sao paulo,SP
2072,-23.49997515679299,-46.60300016760347,sao paulo,SP
2073,-23.501799517463247,-46.60723347018064,sao paulo,SP
2074,-23.504964024565304,-46.60099549494709,sao paulo,SP
2075,-23.5035375916655,-46.60109578845947,sao paulo,SP
2076,-23.504443783502182,-46.599119413974364,sao paulo,SP
2077,-23.50253362839637,-46.59721968061229,sao paulo,SP
2078,-23.502192421623867,-46.59472344457793,sao paulo,SP
2079,-23.499129806096185,-46.60619115482191,sao paulo,SP
2080,-23.497674499056494,-46.60503283344393,sao paulo,SP
2081,-23.495936723883666,-46.603904983404426,sao paulo,SP
2082,-23.49447068289528,-46.60662186020695,sao paulo,SP
2083,-23.494645532443755,-46.59760847332841,sao paulo,SP
2084,-23.49730989439956,-46.59970886476793,sao paulo,SP
2110,-23.519762339052292,-46.596021191845836,sao paulo,SP
2111,-23.518016067578376,-46.593311697423864,sao paulo,SP
2112,-23.518341462766983,-46.59178154246264,sao paulo,SP
2113,-23.520194225466945,-46.591145389129835,sao paulo,SP
2114,-23.522463033153954,-46.590786534246845,sao paulo,SP
2115,-23.526499508561297,-46.59188593503609,sao paulo,SP
2116,-23.520516866355198,-46.585632494383184,sao paulo,SP
2117,-23.518704890027653,-46.59396218680817,sao paulo,SP
2118,-23.51532773804124,-46.5926870501951,sao paulo,SP
2119,-23.51325858609383,-46.59221592552742,sao paulo,SP
2120,-23.510621921425013,-46.593947840537595,sao paulo,SP
2121,-23.51207591711252,-46.59017303685399,sao paulo,SP
2122,-23.51208156543634,-46.58313747985851,sao paulo,SP
2123,-23.511568719563275,-46.57923955026958,sao paulo,SP
2124,-23.506052362759892,-46.57751971321899,sao paulo,SP
2125,-23.509836398724676,-46.58690112031852,sao paulo,SP
2126,-23.5070642369166,-46.59160119240868,sao paulo,SP
2127,-23.504177636893388,-46.58765228084025,sao paulo,SP
2128,-23.504919814291007,-46.59411541169965,sao paulo,SP
2129,-23.503969540737746,-46.5883712359997,sao paulo,SP
2130,-23.508284755833714,-46.58361123530699,sao paulo,SP
2131,-23.504007524810177,-46.58237718971935,sao paulo,SP
2132,-23.501219434010274,-46.57767414686465,sao paulo,SP
2133,-23.499359488595797,-46.58490425284726,sao paulo,SP
2134,-23.498432866368404,-46.57886812670633,sao paulo,SP
2135,-23.498029299353107,-46.584686492370665,sao paulo,SP
2136,-23.498404084815864,-46.581756065145605,sao paulo,SP
2137,-23.49731727514345,-46.57682627876921,sao paulo,SP
2138,-23.493261499017347,-46.574476963681214,sao paulo,SP
2139,-23.49012835295987,-46.5736529169755,sao paulo,SP
2141,-23.488834007087846,-46.57109182847188,sao paulo,SP
2143,-23.50679599630676,-46.57478535628581,sao paulo,SP
2150,-23.49360564245195,-46.5684199346356,sao paulo,SP
2152,-23.497839968575473,-46.57254053977919,sao paulo,SP
2161,-23.48975026663489,-46.569146076182456,sao paulo,SP
2166,-23.525214515169502,-46.584046717587015,sao paulo,SP
2167,-23.522726399193548,-46.58163032244501,sao paulo,SP
2168,-23.52052982081292,-46.57961099924976,sao paulo,SP
2169,-23.523183498875202,-46.57675827738944,sao paulo,SP
2174,-23.52288855006549,-46.57256074347354,sao paulo,SP
2175,-23.51581582651107,-46.574496695083866,sao paulo,SP
2176,-23.513621844513683,-46.573047612227846,sao paulo,SP
2177,-23.511529623925203,-46.5694088582434,sao paulo,SP
2178,-23.521823086327835,-46.57064238093301,sao paulo,SP
2179,-23.52195100733494,-46.56807648664708,sao paulo,SP
2180,-23.519626125693524,-46.56596168130026,sao paulo,SP
2181,-23.51937813474381,-46.56288441111538,sao paulo,SP
2185,-23.51492489198073,-46.56783520931116,sao paulo,SP
2186,-23.51335483236194,-46.56877347114656,sao paulo,SP
2187,-23.5165098747798,-46.56464484088101,sao paulo,SP
2188,-23.509310995361282,-46.56681953429596,sao paulo,SP
2189,-23.50803456588305,-46.56727047203748,sao paulo,SP
2190,-23.507141495348762,-46.5641381960874,sao paulo,SP
2201,-23.486153620683982,-46.591596682102804,sao paulo,SP
2202,-23.492969000837952,-46.59498111976433,sao paulo,SP
2203,-23.491683478776554,-46.59154477355579,sao paulo,SP
2204,-23.487393114202472,-46.59218106943223,sao paulo,SP
2205,-23.48754471538907,-46.590723731720075,sao paulo,SP
2206,-23.484477286466714,-46.59427917981942,sao paulo,SP
2207,-23.485995992524693,-46.58796395863663,sao paulo,SP
2208,-23.483051378646316,-46.58916185379045,sao paulo,SP
2209,-23.485335591675494,-46.584788330628434,sao paulo,SP
2210,-23.483170595164626,-46.58185782376172,sao paulo,SP
2212,-23.495454098072674,-46.58919433039714,sao paulo,SP
2213,-23.496549387752918,-46.588468666300734,sao paulo,SP
2214,-23.49273234597807,-46.586953640063854,sao paulo,SP
2215,-23.491079602283495,-46.58353729291676,sao paulo,SP
2216,-23.493473036014972,-46.57923273096243,sao paulo,SP
2217,-23.490428651781492,-46.58016391923537,sao paulo,SP
2218,-23.48675741517695,-46.5847746963798,sao paulo,SP
2219,-23.49137450663873,-46.586517914934326,sao paulo,SP
2220,-23.490901385763596,-46.57899280787311,sao paulo,SP
2221,-23.482519167353757,-46.580651320123984,sao paulo,SP
2222,-23.48258771744967,-46.57667591912838,sao paulo,SP
2223,-23.48018023953547,-46.578327093178196,sao paulo,SP
2224,-23.48433296516246,-46.57374570840187,sao paulo,SP
2225,-23.4825490602636,-46.57512398498071,sao paulo,SP
2226,-23.480555618991385,-46.57335799600645,sao paulo,SP
2227,-23.4787628913095,-46.57237250053729,sao paulo,SP
2228,-23.475079529795767,-46.571646346898135,sao paulo,SP
2229,-23.47703572275152,-46.56835472760498,sao paulo,SP
2230,-23.483761949413555,-46.56347187900092,sao paulo,SP
2231,-23.475646142943315,-46.5655817259499,sao paulo,SP
2232,-23.475272706076183,-46.56398482610634,sao paulo,SP
2233,-23.477763053937807,-46.564439023036435,sao paulo,SP
2234,-23.478719884763247,-46.5695558545185,sao paulo,SP
2235,-23.479703194605975,-46.577095510569144,sao paulo,SP
2236,-23.472535267561984,-46.56834642304318,sao paulo,SP
2238,-23.470940516519615,-46.5713951688741,sao paulo,SP
2239,-23.484506223791946,-46.6085796779352,sao paulo,SP
2241,-23.490337629777823,-46.607549640985,sao paulo,SP
2242,-23.488244381438133,-46.607608423286294,sao paulo,SP
2243,-23.49143417844906,-46.60324571950911,sao paulo,SP
2244,-23.488426303920946,-46.604591780720334,sao paulo,SP
2245,-23.48475724779812,-46.60631455090275,sao paulo,SP
2246,-23.488908498801145,-46.601713255238096,sao paulo,SP
2247,-23.48584503025004,-46.60123335681195,sao paulo,SP
2249,-23.48891163876644,-46.59701506934537,sao paulo,SP
2250,-23.486746730203695,-46.59620834643718,sao paulo,SP
2251,-23.47760412728931,-46.59068769856807,sao paulo,SP
2252,-23.47888325130041,-46.588328288956376,sao paulo,SP
2253,-23.478831918686645,-46.59569165030098,sao paulo,SP
2254,-23.481492599258697,-46.59329624858578,sao paulo,SP
2255,-23.476613549669562,-46.59172159311955,sao paulo,SP
2256,-23.475298269429064,-46.587267260020155,sao paulo,SP
2257,-23.47296611228887,-46.5832953703614,sao paulo,SP
2258,-23.475902909326308,-46.58209376228911,sao paulo,SP
2259,-23.471766531709108,-46.580741622091224,sao paulo,SP
2260,-23.469311014640837,-46.57945328013253,sao paulo,SP
2261,-23.467961586450706,-46.57785809229264,sao paulo,SP
2262,-23.46571852909621,-46.575271468162704,sao paulo,SP
2264,-23.462487423562372,-46.57681147023818,sao paulo,SP
2265,-23.474197646911403,-46.59186532343785,sao paulo,SP
2266,-23.476731253887117,-46.59791948027282,sao paulo,SP
2267,-23.478652493308232,-46.600690554204405,sao paulo,SP
2268,-23.470008983104833,-46.59459397876668,sao paulo,SP
2269,-23.472414811259952,-46.596146659441565,sao paulo,SP
2270,-23.472427428775106,-46.59304093694091,sao paulo,SP
2271,-23.469982179158162,-46.589933135687915,sao paulo,SP
2272,-23.469139356513786,-46.58646005442059,sao paulo,SP
2273,-23.463755891007033,-46.58633781705175,sao paulo,SP
2274,-23.467820357607053,-46.58874518290418,sao paulo,SP
2275,-23.46572431785912,-46.59052394619515,sao paulo,SP
2276,-23.461825850255487,-46.5841218746363,sao paulo,SP
2278,-23.463074707228525,-46.57984275631575,sao paulo,SP
2279,-23.461102218728854,-46.57475290628189,sao paulo,SP
2280,-23.455982651312013,-46.5750694297172,sao paulo,SP
2281,-23.45223555808846,-46.57522255767348,sao paulo,SP
2289,-23.418175466342582,-46.58293543352188,sao paulo,SP
2290,-23.600461999607678,-46.65531792495907,sao paulo,SP
2301,-23.488686475901886,-46.615110364328636,sao paulo,SP
2302,-23.485979456075988,-46.61415543268028,sao paulo,SP
2303,-23.481973177087667,-46.61061282075997,sao paulo,SP
2304,-23.480823705875945,-46.60545933153238,sao paulo,SP
2306,-23.463455857753452,-46.604038761407566,sao paulo,SP
2307,-23.481262276725282,-46.60753632924321,sao paulo,SP
2308,-23.475925617355873,-46.603916934986174,sao paulo,SP
2309,-23.475169585905775,-46.60480524059565,sao paulo,SP
2310,-23.4728796096157,-46.600332782851275,sao paulo,SP
2311,-23.46905667324947,-46.60170258669961,sao paulo,SP
2312,-23.466181944163555,-46.599499487153736,sao paulo,SP
2313,-23.464478796298025,-46.59903647131522,sao paulo,SP
